Processing SITE: wnv5a0cscf0001c
Excel: Set 'ParameterName' = 'Warrenville 5 vCSCF-Core 1'
Excel: Started group cfx
Excel: Started group cfx/OfflineParameter
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'lilanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/cidr' = '135.113.28.0/24'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/startIpAddress' = '135.113.28.127'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/EndIpAddress' = '135.113.28.129'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/hostinterface' = 'vlan100'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/interface' = 'eth1'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'lilanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'charglanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'charglanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'sctplanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'sctplanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'adminlanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/cidr' = '135.113.28.0/24'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/startIpAddress' = '135.113.28.126'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/EndIpAddress' = '135.113.28.126'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/hostinterface' = 'vlan100'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/interface' = 'eth1'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'adminlanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'lcrlanv4'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cnf_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/lanname' = 'lcrlanv6'
Excel: Set 'cfx/DeployParameter/cnf_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cnf_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/htd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/lantype' = 'sigcorelanv4'
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group htd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/htd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/lantype' = 'sigcorelanv6'
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group htd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/htd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/lantype' = 'oamlanv4'
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group htd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/htd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/lantype' = 'oamlanv6'
Excel: Set 'cfx/DeployParameter/htd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group htd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'oamlanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'oamlanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'enumlanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'enumlanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'sigcorelanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'sigcorelanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/virtualIpAddress' = '2001:1890:e00f:3c00::4'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'lilanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/virtualIpAddress' = '135.113.28.127'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'lilanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'charglanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'charglanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'sctplanv4'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/cif_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/lantype' = 'sctplanv6'
Excel: Set 'cfx/DeployParameter/cif_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group cif_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/ctd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/lantype' = 'sigcorelanv4'
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group ctd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/ctd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/lantype' = 'sigcorelanv6'
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/virtualIpAddress' = '2001:1890:e00f:3c00::7
2001:1890:e00f:3c00::8
2001:1890:e00f:3c00::9
2001:1890:e00f:3c00::a'
Excel: Ended group ctd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/ctd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/lantype' = 'sctplanv4'
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group ctd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/ctd_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/lantype' = 'sctplanv6'
Excel: Set 'cfx/DeployParameter/ctd_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group ctd_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/lcr_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/lcr_lan_infocardinality0..N/lantype' = 'lcrlanv4'
Excel: Set 'cfx/DeployParameter/lcr_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group lcr_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/lcr_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/lcr_lan_infocardinality0..N/lantype' = 'lcrlanv6'
Excel: Set 'cfx/DeployParameter/lcr_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group lcr_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/admin_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/admin_lan_infocardinality0..N/lantype' = 'adminlanv4'
Excel: Set 'cfx/DeployParameter/admin_lan_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/admin_lan_infocardinality0..N/IpAddress' = '135.113.28.126'
Excel: Ended group admin_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/admin_lan_infocardinality0..N
Excel: Set 'cfx/DeployParameter/admin_lan_infocardinality0..N/lantype' = 'adminlanv6'
Excel: Set 'cfx/DeployParameter/admin_lan_infocardinality0..N/enable' = 'false'
Excel: Ended group admin_lan_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'icscf'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'scscf'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '8'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'bgcf'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'eatf'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'cth'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'ith'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'feec'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'feef'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'feeg'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'ctd'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'true'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '3'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'h2i'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'sas'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/scalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/podtype' = 'svs'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/enable' = 'false'
Excel: Set 'cfx/DeployParameter/scalable_pod_infocardinality0..N/replicanumber' = '2'
Excel: Ended group scalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/nonscalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/podtype' = 'vnfrm'
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/enable' = 'false'
Excel: Ended group nonscalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/nonscalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/podtype' = 'htd'
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/enable' = 'false'
Excel: Ended group nonscalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/nonscalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/podtype' = 'scr'
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/enable' = 'false'
Excel: Ended group nonscalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/nonscalable_pod_infocardinality0..N
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/podtype' = 'lcr'
Excel: Set 'cfx/DeployParameter/nonscalable_pod_infocardinality0..N/enable' = 'false'
Excel: Ended group nonscalable_pod_infocardinality0..N
Excel: Started group cfx/DeployParameter/PriorityClasscardinality0..N
Excel: Set 'cfx/DeployParameter/PriorityClasscardinality0..N/Priorityname' = 'n/a'
Excel: Set 'cfx/DeployParameter/PriorityClasscardinality0..N/serviceName' = 'n/a'
Excel: Ended group PriorityClasscardinality0..N
Excel: Started group cfx/DeployParameter/taint_tolerationcardinality0..N
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/taintkey' = 'is_worker'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/value' = 'true'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/Effect' = 'NoExecute'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/Operator' = 'Equal'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/tolerationSeconds' = '$Blank'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/serviceName' = 'scscf icscf ith feef cth micm logstash crdb oamsvc consul'
Excel: Ended group taint_tolerationcardinality0..N
Excel: Started group cfx/DeployParameter/taint_tolerationcardinality0..N
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/taintkey' = 'is_edge'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/value' = 'true'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/Effect' = 'NoExecute'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/Operator' = 'Equal'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/tolerationSeconds' = '$Blank'
Excel: Set 'cfx/DeployParameter/taint_tolerationcardinality0..N/serviceName' = 'cif ctd admin'
Excel: Ended group taint_tolerationcardinality0..N
Excel: Started group cfx/DeployParameter/nodeSelectorcardinality0..N
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/nodeselectorkey' = 'is_worker'
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/value' = 'true'
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/serviceName' = 'scscf icscf ith feef cth micm logstash crdb oamsvc consul'
Excel: Ended group nodeSelectorcardinality0..N
Excel: Started group cfx/DeployParameter/nodeSelectorcardinality0..N
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/nodeselectorkey' = 'is_edge'
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/value' = 'true'
Excel: Set 'cfx/DeployParameter/nodeSelectorcardinality0..N/serviceName' = 'cif ctd admin'
Excel: Ended group nodeSelectorcardinality0..N
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'cif'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'ctd'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'cth'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'feef'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'icscf'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'ith'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'micm'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'crdb-enterprise'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Started group cfx/DeployParameter/affinity_info
Excel: Set 'cfx/DeployParameter/affinity_info/podtype' = 'crdb-redisio'
Excel: Set 'cfx/DeployParameter/affinity_info/affinity' = 'hard'
Excel: Ended group affinity_info
Excel: Ended group DeployParameter
Excel: Ended group cfx
Excel: Set 'ParameterName' = 'Warrenville 5 vCSCF-Core 1'
Excel: Started group cfx
Excel: Started group cfx/ZTSDeploymentParameters
Excel: Started group cfx/ZTSDeploymentParameters/storageclass
Excel: Set 'cfx/ZTSDeploymentParameters/storageclass/ReadWriteManyAccess' = 'csi-cephfs'
Excel: Set 'cfx/ZTSDeploymentParameters/storageclass/ReadWriteOnceAccess' = 'csi-cephrbd'
Excel: Ended group storageclass
Excel: Started group cfx/ZTSDeploymentParameters/daemonSetTolerations
Excel: Set 'cfx/ZTSDeploymentParameters/daemonSetTolerations/key' = 'is_controller'
Excel: Set 'cfx/ZTSDeploymentParameters/daemonSetTolerations/operator' = 'Equal'
Excel: Set 'cfx/ZTSDeploymentParameters/daemonSetTolerations/effect' = 'NoSchedule'
Excel: Set 'cfx/ZTSDeploymentParameters/daemonSetTolerations/value' = 'True'
Excel: Ended group daemonSetTolerations
Excel: Set 'cfx/ZTSDeploymentParameters/AIF_Enabled' = 'True'
Excel: Set 'cfx/ZTSDeploymentParameters/awsDeploy' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/tanzuDeploy' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/openshiftDeploy' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/disableSHA1AndNonPFSCiphers' = 'true'
Excel: Started group cfx/ZTSDeploymentParameters/SecurityContext
Excel: Set 'cfx/ZTSDeploymentParameters/SecurityContext/PodSecurityContextEnabled' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/SecurityContext/ContainerSecurityContextEnabled' = 'true'
Excel: Ended group SecurityContext
Excel: Started group cfx/ZTSDeploymentParameters/OAMPodAntiAffinity
Excel: Set 'cfx/ZTSDeploymentParameters/OAMPodAntiAffinity/topologykey' = 'zone'
Excel: Ended group OAMPodAntiAffinity
Excel: Set 'cfx/ZTSDeploymentParameters/efs_storageClass_change_on_upgrade' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/retainVesLabelsOnUpgrade' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/passwordlessAuthForNetact' = 'false'
Excel: Started group cfx/ZTSDeploymentParameters/DestinationType
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/fmelastic' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/pmelastic' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/fmkafka' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/pmkafka' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/logelastic' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/logkafka' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/fmfluentd' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/DestinationType/logfluentd' = 'false'
Excel: Ended group DestinationType
Excel: Set 'cfx/ZTSDeploymentParameters/LogSftpServerPassword' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/LogSftpServerUsername' = 'logs'
Excel: Set 'cfx/ZTSDeploymentParameters/logservice_syslogserver_enabled' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/bssc_support_auto_migration' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/enable_sftp_server_at_logserver_for_file_fetch' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/LMSWithActiveAlarmsAndCMOnly' = 'false'
Excel: Set 'cfx/ZTSDeploymentParameters/NetactMrname' = 'MRC-MRC/MR-CFX'
Excel: Set 'cfx/ZTSDeploymentParameters/Netact_dmgr_password' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/Netact_dmgr_username' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/adminpassword' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/ztspassword' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/NetactPlmn' = 'PLMN-IMS'
Excel: Set 'cfx/ZTSDeploymentParameters/Netact_Dmgr_Address' = '135.113.35.25'
Excel: Set 'cfx/ZTSDeploymentParameters/Netact_Dmgr_Address_Type' = 'IPv4'
Excel: Set 'cfx/ZTSDeploymentParameters/lms_service_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/Terminate_If_Kibana_Failed' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/Terminate_If_VnfDelete_Failed' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/telemetry_nbi_netact_enabled' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/TlsEnabledWithNetAct' = 'true'
Excel: Set 'cfx/ZTSDeploymentParameters/VNFVersion' = 'major:23|minor:8.0'
Excel: Set 'cfx/ZTSDeploymentParameters/auditLogsRetentionDays' = '7'
Excel: Set 'cfx/ZTSDeploymentParameters/audit_log_archive_retention_period' = '10080'
Excel: Set 'cfx/ZTSDeploymentParameters/audit_log_retention_period' = '2880'
Excel: Set 'cfx/ZTSDeploymentParameters/Master_ZTS_ForEFSClient_cluster_name' = ''
Excel: Set 'cfx/ZTSDeploymentParameters/Master_ZTS_ForEFSClient_name' = ''
